Codigo,Descripcion,Marca,Rubro,Subrubro,Categoria,CostoSinIVA,VentaSinIVA,Stock,Unidad
SA5785,FERRUM-MARINA-TAPA BIDET 3AG.      THB3U  BLANCO,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
FE6213,CONDOR-FILTRO REGULADOR 1/2 C/DRENAJE,Instalaciones Elñctricas,Instalaciones Elñctricas,Herramientas/Complementos,Herramientas/Complementos,5000.00,6750.00,2,Unidad
PI4532,COLORIN REVESTIMIENTO TRAVERTINO/RULATO MEDIANO -LLANA- GRIS PLATA X 6 KG,Colorin,Pinturas,Exterior,Exterior,5000.00,6750.00,2,Unidad
SA5951,COJINETE P/CAM.INSP. DIAM.400 3 ENT.8857-H-HC,Cojinete,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE6130,CANDADO 50MM ACERO ARO CORTO,Candado,Ferreteria General,"Sogas, Cadenas, Accesorios","Sogas, Cadenas, Accesorios",5000.00,6750.00,2,Unidad
FE6128,CANDADO 40MM ACERO ARO CORTO,Candado,Ferreteria General,"Sogas, Cadenas, Accesorios","Sogas, Cadenas, Accesorios",5000.00,6750.00,2,Unidad
FE6019,RETAINING CAP BLISTER DE 1PZA (W03X0893-41A),Retaining,Herramientas Electricas,Union Y Pegado,Union Y Pegado,5000.00,6750.00,2,Unidad
FE5964,ALLIANCE-AL2360 LLAVE IMPACTO 1/2 CUERPO ALTO,Instalaciones Elñctricas,Instalaciones Elñctricas,Herramientas/Complementos,Herramientas/Complementos,5000.00,6750.00,2,Unidad
FE5906,OMBU-RPA0007 PANTALON TRABAJO PETREO AZULINO T60,Ferreteria General,Ferreteria General,Seguridad Industrial,Seguridad Industrial,5000.00,6750.00,2,Unidad
FE5881,DEWALT-DT6902 CINCEL PLANO HEXAGONAL 17MM 20X450,Dewalt,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,5000.00,6750.00,2,Unidad
FE5877,B&D-A6054P KIT CARRETEL P/BORDEADORA GL300,Instalaciones Elñctricas,Instalaciones Elñctricas,Herramientas/Complementos,Herramientas/Complementos,5000.00,6750.00,2,Unidad
FE5853,CINTA AMARRE C/CRIQUET 75X9MT. TCL7502 CD,Cinta,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5805,GP80 MOTOBOMBA 3 MOTOR 5.5HP 60000 L/H LOUGUS,Plomeria,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE5752,CZERWENY BOMBA CENTRIF. ZETA 5 T ELEVA 37MT  2.00KW-2.5 HP 380V BAJA,Czerweny,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE5738,MACROMAQ-VIBRADOR INMERS.380V C/AGUJA 32,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5663,RIEGO-SAPITO ECONOMICO ROC1,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5660,ROR 327014 LANZA PLASTICA P/RIEGO DE 1/2 Y 3/4 ROCO,Ror,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
FE5654,PALA PLASTICA MANGO LARGO REBAT. BROOMY(768),Pala,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA6060,TIGRE AB AQUAPLUV REJILLA TRAMPA DE HOJA CANALETA 1/2 CAÑA BLANCA 32196152,Tigre,Plomeria,Desagues Y Accesorios Tuberia,Desagues Y Accesorios Tuberia,5000.00,6750.00,2,Unidad
SA6095,FERRUM - QUBIQ -BIDET 3 AG           BRA3J-BLANCO **BAJA**,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
FE5609,I * STARRET-BU46-2 SIERRA P/CALADORA 100MM 6DIE X,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA6190,DUKE ADHESIVO PARA PVC 100CC   40000002   (50),Duke,Ferreteria General,Adhesivos Y Selladores,Adhesivos Y Selladores,5000.00,6750.00,2,Unidad
AB0845,BARBIERI ACC.P/CORT.1102106-ENROLL.FRENO SIMPL.6M,Barbieri,Aberturas,Accesorios Aberturas,Accesorios Aberturas,5000.00,6750.00,2,Unidad
SA6217,FV - SPA  DESAGUE LINEAL RANURADO 80CM 0351.01.8,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
FE5557,LIGA-PICO DE COBRE M24 N*2               SM24-055,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA6237,FV-MARGOT ACC.JABONERA                  168/62-CR,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
SA6238,FV-MARGOT ACC.PORTAVASO C/VASO          169/62-CR,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
SA6242,SIFOLIMP DUCHA CON TRANSFERENCIA VENUS BLANCA GV-0614/01 (6),Sifolimp,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA6266,FV-MARGOT GRIF.DUCHA MOVIL S/TRANSF.   109/62L-CR **BAJA**,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
FE5549,SOPLETE T/LLUVIA A2 40MM P/OXIACETILENO  SM24-031,Soplete,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5547,LIGA-CABEZA SOLDADORA M24 N*7            SM24-023,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5545,LIGA-CABEZA SOLDADORA M24 N*5            SM24-021,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5544,LIGA-CABEZA SOLDADORA M24 N*4            SM24-020,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5543,LIGA-CABEZA SOLDADORA M24 N*3            SM24-019,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5537,LIGA-MANGO M24                           SM24-013,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5522,LIGA-VAL.REG.PRES.P/ACETI.C/GRAMPA COMUN VALR-111,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5491,I * STARRET-DH0438 SIERRA COPA BIMETALICA 111MM,Ferreteria General,Ferreteria General,Seguridad Industrial,Seguridad Industrial,5000.00,6750.00,2,Unidad
FE5468,I * STARRET-DH0434 SIERRA COPA BIMETALICA 121MM,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5467,I * STARRET-DH0278 SIERRA COPA BIMETALICA 114MM,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA6429,CASAL-ORG BAJOMESADA DOBLE PORTABOTELLA      2800,Baños Y Cocinas,Baños Y Cocinas,Muebles De Cocina,Muebles De Cocina,5000.00,6750.00,2,Unidad
SA6431,CASAL-ORG BAJOMESADA SIMPLE                  2802,Baños Y Cocinas,Baños Y Cocinas,Muebles De Cocina,Muebles De Cocina,5000.00,6750.00,2,Unidad
SA6434,CASAL-ORG EXTRAIBLE ORG. PORTARESIDUOS       2805,Baños Y Cocinas,Baños Y Cocinas,Muebles De Cocina,Muebles De Cocina,5000.00,6750.00,2,Unidad
FE5354,LIMPIA VIDRIO ESP.DILON 315 C/NERVIO CABO LARGO,Limpia,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5353,LIMPIA VIDRIO CHICO - DILON 312 CABO LARGO,Limpia,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA6464,FERRUM CADRIA COLG. CIT. 75 2C 1P  X7XD W8  CON MESADA LX73F,Ferrum,Baños Y Cocinas,Muebles De Baño,Muebles De Baño,5000.00,6750.00,2,Unidad
FE5251,CROSSMAN-TENAZA CARPINTERO            178MM  2206,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA6517,FV - ACC. LINEA SCALA  JABONERA         168/06 CR **BAJA**,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
FE5219,TURBINA NORYL  PARA BOMBA CM75,Turbina,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE5192,ACC. MANIJA PARA CAÑA - DESTAPA CAÑERIA  03363,Plomeria,Plomeria,Accesorios De Instalacion,Accesorios De Instalacion,5000.00,6750.00,2,Unidad
FE5191,ACC. SOPAPA PARA CAÑA - DESTAPA CAÑERIA  05099,Plomeria,Plomeria,Accesorios De Instalacion,Accesorios De Instalacion,5000.00,6750.00,2,Unidad
FE5143,ROWA ELECTROBOMBA TANGO ELEV. 20 MN 0.50 HP 4.000 LT/H 0017-0117,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE5109,PATROLL-DISCO DIAMANTADO  7  TURBO   PT-7   (3),Herramientas Electricas,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,5000.00,6750.00,2,Unidad
FE5069,ARANDELA GALVANIZADA PLANA 5/32 X KG     [1100],Arandela,Ferreteria General,Fijaciones,Fijaciones,5000.00,6750.00,2,Unidad
FE4957,DESTORNILLADOR PHILIPS 4X125 C/IMAN,Ips,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,5000.00,6750.00,2,Unidad
FE4956,DESTORNILLADOR PHILIPS 4X100 C/IMAN,Ips,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,5000.00,6750.00,2,Unidad
FE4950,NORTON-3784 DISCO CORTE 229X2.0X22.2 BHP22,Herramientas Electricas,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,5000.00,6750.00,2,Unidad
FE4931,*BAJA* NORTON-3570 CINTA ENMASCARAR CREPE 24X50 BLANCA,Pinturas,Pinturas,Accesorios De Pinturas,Accesorios De Pinturas,5000.00,6750.00,2,Unidad
FE4930,*BAJA* NORTON-3568 CINTA ENMASCARAR CREPE 15X50 BLANCA,Pinturas,Pinturas,Accesorios De Pinturas,Accesorios De Pinturas,5000.00,6750.00,2,Unidad
FE4926,CURRAO-5806 51 MONZA BOCALLAVE AJUSTE MIXTO,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
FE4865,NORTON-1824 T277 LIJA AGUA OXIDO ALUM.GRANO 150,Herramientas Manuales,Herramientas Manuales,Herramientas De Corte Y Desbaste,Herramientas De Corte Y Desbaste,5000.00,6750.00,2,Unidad
FE4825,*BAJA* SELLADOR SILICONA ACETICO TRANSPARENTE X 280ML 311 ADHESIL (25),Ferreteria General,Ferreteria General,Adhesivos Y Selladores,Adhesivos Y Selladores,5000.00,6750.00,2,Unidad
FE4735,I * MOTA-REMACHADORA DOS MANOS 530 MM-21 RM2C,Herramientas Manuales,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,5000.00,6750.00,2,Unidad
FE4572,GAMMA-EMPAQUETADURA PARA BOMBA DE 3/4 HP,Plomeria,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE4544,GRAMPA PRENSA CABLE ACERO DE 3/8 (10MM) PROAR,Grampa,Instalaciones Elñctricas,Protecciones Electricas,Protecciones Electricas,5000.00,6750.00,2,Unidad
FE4407,NICHOLSON-PINZA SEGUER PICO CURVO P/INT.7   9009,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE4383,CADENA MOTOSIERRA TY18 325 PARA TOYAMA SUP4545,Cadena,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE4372,SANDFLEX SIERRA COPA BI-METALICA 127MM 5,Sandflex,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE4369,SANDFLEX SIERRA COPA BI-METALICA 102MM 4,Sandflex,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
PI4517,COLORIN REVESTIMIENTO TRAVERTINO/RULATO MEDIANO -LLANA- MARFIL ARENA X 6 KG,Colorin,Pinturas,Exterior,Exterior,5000.00,6750.00,2,Unidad
FE4289,ASPERSOR PLASTICO C/BASE (BB) 92101,Aspersor,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE4266,ENERGIZER PILA ALCALINA AAA BLISTER X 2 UNID   2014  (10),Energizer,Instalaciones Elñctricas,Timbres -Alarmas-Seguridad,Timbres -Alarmas-Seguridad,5000.00,6750.00,2,Unidad
SA6806,SIGAS TERMOFUSION TRANSICION H. 63X2   60-271063050,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,5000.00,6750.00,2,Unidad
SA6808,SIGAS TERMOFUSION TRANSICION M. 63X2   60-272063050,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,5000.00,6750.00,2,Unidad
FE4258,CONARCO-TUBO CONTACTO HW20 1.6MM P/CADY TIG,Herramientas Electricas,Herramientas Electricas,Union Y Pegado,Union Y Pegado,5000.00,6750.00,2,Unidad
SA6813,SIGAS TERMOFUSION  BUJE RED. 63X50   60-241063050,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,5000.00,6750.00,2,Unidad
SA6814,SIGAS TERMOFUSION BOQUILLA DE REPARACION 50MM   60-901050000,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,5000.00,6750.00,2,Unidad
SA6815,SIGAS TERMOFUSION BOQUILLA DE REPARACION 63MM   60-901063000,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,5000.00,6750.00,2,Unidad
FE4219,DOWEN PAGIO-CINCEL RANURADO SDS MAX 280X38  9672,Dowen,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA6824,FERRUM SOPORTE FTE WENGE LAVAT.CADRIA 60 W6X3T B3  **BAJA**,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
FE4187,CURRAO-5417 63 VERONA GIRAT PLAQ CHICA AJ.UNI.IZQ,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
SA6833,FV-JUEGO MONOC. LAVAT. TEMPLE GIRAT.  0411.02/87,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
SA6855,GRASA GRAFITADA LAR POMO 21CM3              (504),Grasa,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE4159,ROWA REPUESTO TAPA SUPERIOR P/CONTROL    FLP,Rowa,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE4157,ROWA REPUESTO CONJUNTO SENSOR DE FLUJO   FL,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE4153,ROWA 25/2S ELECTROBOMBA CENTRIFUGA SANITARIA 6.500 LT/H 0050-0010,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE4145,ROWA 10/2  ELECTROBOMBA CENTRIFUGA SANITARIA 0.50 HP 14.000 LT/H 0002-0013,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE4127,TIJERA CHINA P/ COSTURA 7 1/2 - ROTWEILER,Tijera,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE4126,TIJERA CHINA P/ COSTURA 9 1/2 - ROTWEILER,Tijera,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE4079,CURRAO-POMO CLASICO FIJO C/PLAQ AJ.UNIVERSAL   *,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
FE4078,CURRAO-POMO CLASICO FIJO C/PLAQUETA CIEGA      *,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
SA6942,FV - ACC. LINEA CALIFORNIA JABONERA     168/17 CR,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
FE4075,CURRAO-POMO CLASICO GIRAT.C/ROS RED.48          *,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
FE3977,CURRAO-5400 34 VERONA MANIJA D/B C/ROSETA,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
FE3939,I * MOTA-DESTOR DH1025 PH-1 CORTO 25MM,Herramientas Manuales,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,5000.00,6750.00,2,Unidad
SA6979,SIGAS CORTA TUBO RADIAL DE 20 A 63MM   60-900020063,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,5000.00,6750.00,2,Unidad
FE3928,DORMER-MECHA TITANIO 10.00 MM,Herramientas Electricas,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,5000.00,6750.00,2,Unidad
SA6985,EL SIMETRICO REJILLA CONICA HIERRO METAL DESPLEGADO 30X30CM,Otros,Otros,Accesorios Otros,Accesorios Otros,5000.00,6750.00,2,Unidad
FE3904,MOTORARG-BOMBA DESAG.AGUAS CARGADAS/NGRAS PRO1000,Plomeria,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE3882,BIASSONI-DESTORNILLADOR PHILLIPS AISLAD 2 X 125MM 996124,Ips,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,5000.00,6750.00,2,Unidad
FE3869,MECANOBRA-REPUESTO SUPER    PINON CON EJE,Ferreteria General,Ferreteria General,Seguridad Industrial,Seguridad Industrial,5000.00,6750.00,2,Unidad
FE3844,CARTEL EVACUACION-613- 10X25 SALIDA,Cartel,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE3749,CARTEL EVACUACION-617- 22X28 SALIDA EMERGEN.IZQ.,Cartel,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA7131,FV-RADAL   GRIF. DUCHA EXTERIOR C/TRANSF.  112/C7-CR,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
SA7134,FV - H3 URBANO   GRIFERIA P/BIDET         0295/H3 **BAJA**,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
SA7135,FV - H3 URBANO   GRIFERIA P/DUCHA C/TRAN. 0103/H3 **BAJA**,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
SA7136,FV - H3 URBANO   GRIFERIA P/DUCHA C/TRAN.0103/H3L**BAJA**,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
SA7137,FV - H3 URBANO   GRIFERIA P/LAVATORIO    0207/H3L**BAJA**,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
SA7138,FV - H3 URBANO   GRIFERIA P/BIDET        0295/H3L**BAJA**,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
FE3722,I * BOSCH-605070 HOJA LIJA EXC P/MAD GR.100 X 5UN,Bosch,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,5000.00,6750.00,2,Unidad
FE3581,ROWA MEMBRANA P/EQUIPO HIDRONEUMTICO TANQUE 60 L.,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE3562,STANLEY-10-079 CUTTER PROFESIONAL RETRACTIL,Stanley,Ferreteria General,Seguridad Industrial,Seguridad Industrial,5000.00,6750.00,2,Unidad
SA7191,DACCORD-ASIENTO INOD.MURANO HERRAJE. METAL  BCO ALTA GAMA 42X37 ASIOMP 67 01  **BAJA**,Baños Y Cocinas,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
FE3460,LOCTITE 567-SELL.P/ROS.GAS C/TEFL.50ML,Loctite,Aislacion,Selladores / Aislaciones Asfalticas,Selladores / Aislaciones Asfalticas,5000.00,6750.00,2,Unidad
SA7203,JM VALVULA ESFERICA HH 1 PASO TOTAL 1702,Redes Sanitarias,Redes Sanitarias,Agua,Agua,5000.00,6750.00,2,Unidad
SA7206,JM VALVULA ESFERICA HH 2 PASO TOTAL 1705,Redes Sanitarias,Redes Sanitarias,Agua,Agua,5000.00,6750.00,2,Unidad
FE3399,CARTEL -ADHESIVO- 5003 - 9X16 -RIESGO CHOQUE ELEC,Cartel,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA7234,FV-TEMPLE GRIF.MONOC. DUCHA S/TRANSF 108.02/87 CR **BAJA**,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
SA7235,FV-DOMINIC LEVER DUCHA MOVIL S/TRANSF  109R/85L-CR **BAJA**,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
FE3384,WALTER-DISCO CTRO.DEPRIM. ACERO-DEP.115X3.2X22-OX,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA7241,FERRUM - VARESE   BIDET 3 AG.  BJA3J BLANCO (VSE-BI-301-BL),Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
FE3349,ENERGIZER PILA RECARGABLE CHICA AAA  X UNIDAD,Energizer,Instalaciones Elñctricas,Timbres -Alarmas-Seguridad,Timbres -Alarmas-Seguridad,5000.00,6750.00,2,Unidad
FE3250,OMBU-RPA0007 PANTALON TRABAJO AZUL MARINO T44,Ferreteria General,Ferreteria General,Seguridad Industrial,Seguridad Industrial,5000.00,6750.00,2,Unidad
FE3224,PATROLL BLACK-DISCO DIAMANTADO 9  TURBO  TB-9    (2),Patroll,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA9131,ATRIM  DESAGUES LINEALES  D700T05  DIAGONAL  70CMS,Atrim,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
FE3139,ROWA FLP CONTROL AUTOMATICO DE PRESION DE AGUA 8.000 LT/H 4KG/CMÑ 0011-0001,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
SA9133,ROCA URINARIO CON ENTRADA SUPERIOR  MINI   A353145000 **BAJA**,Roca,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
FE3122,ROWA MAX PRESS 270 E 24L  PRESURIZADOR TANQUE CISTERNA 2 HP 22.000 LT/H 0005-0686,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE3106,ROWA MAX PRESS 30 PRESURIZADOR  TANQUE CISTERNA 1 HP 6.500 LT/H 0005-0581,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE3073,KRONENN-REPUESTO 1/2 PARA TERRAJA 4001    PL4002,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA9161,TIGRE  GRIFERIA MONOCOMANDO SOBRE MESADA BLANCA COCINA  300000461,Tigre,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
SA9167,FERRUM - VARESE   BIDET 1 AG.       BJA1J BLANCO   (VSE-BI-101-BL),Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
FE2969,OMBU-1PO01F1 ZAPATO PRUSIANO P/ACERO NEGRO N38,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE2947,PANTALON GABARDINA BEIGE - TALLE - 52,Pantalon,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA9218,DACCORD - SIFON BOTELLA 1-1/4  CORRUGADA REP0IMP 27,Daccord,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
SA9222,FERRUM - BACHA ESQUEL BAJO MESADA   LEBF-B (ARM-BH-104-BL),Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
FE2891,CAMISA GABARDINA AZUL-AERONAUTICO - TALLE - 38,Camisa,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA9226,FERRUM - BACHA PERSIS CHICA  L17KF UV  **BAJA**,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
SA9229,FERRUM - BACHA TORI CUADRA C 27X31 1A  L320K **BAJA**,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
SA9287,ROCA BACHA RUY OHTAKE 540 A327A13860  CAFE **BAJA**,Roca,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
FE2834,I * BAHCO 23-32 HJA ARCO TRONZDOR 810MM MAD.VERDE,Herramientas Manuales,Herramientas Manuales,Herramientas De Corte Y Desbaste,Herramientas De Corte Y Desbaste,5000.00,6750.00,2,Unidad
FE2815,RACIONADOR P/CINTA C/MANGO                  [152],Racionador,Plomeria,Riego,Riego,5000.00,6750.00,2,Unidad
FE2809,BIASSONI-1604 CHAIRA LISA DE 12,Herramientas Manuales,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,5000.00,6750.00,2,Unidad
FE2784,BISAGRA FICHA SOLDAR 60X20X1.25              3595,Bisagra,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
FE2629,CLAVO ESCUADRA L DE 6          ALVAREZ   [137],Clavo,Ferreteria General,Fijaciones,Fijaciones,5000.00,6750.00,2,Unidad
FE2587,BIASSONI-1608 CHAIRA RAYADA DE 10,Herramientas Manuales,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,5000.00,6750.00,2,Unidad
SA9396,"OTTONE  JABONERA PORTA SHAMPO  2 NIVELES  270X120X50  MAT BRONCE COD2020,1",Ottone,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
FE2569,ENERGIZER PILA ALCALINA GRANDE BLISTER X 2 UNI 2012,Energizer,Instalaciones Elñctricas,Timbres -Alarmas-Seguridad,Timbres -Alarmas-Seguridad,5000.00,6750.00,2,Unidad
FE2565,MHARKA-EJE MULTIUSO N3 L400MM ROSCA 3/4 P.CENTRAL,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA9413,GRIFERIA PIAZZA ART. 31406  VILLAGE BAÑERA DE EMBUTIR CON TRANSF.,Piazza,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
FE2491,I * BOSCH-SET P/AGUJEREAR PORCELAN BOMBA Y GUIA,Bosch,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,5000.00,6750.00,2,Unidad
