Codigo,Descripcion,Marca,Rubro,Subrubro,Categoria,CostoSinIVA,VentaSinIVA,Stock,Unidad
RV1121,"CAÑUELAS PISO PULIDO CANNES RECT.  60 X 60  C=1,80",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,9930.98,13406.82,201,Unidad
FE9153,FISCHER-TACO FIJACION NYLON SA10 10MM CON TOPE  608240  (1000),Fischer,Ferreteria General,Fijaciones,Fijaciones,55.52,74.96,560,Unidad
RV1196,"CAÑUELAS PISO 43X43  C=2,20 VENECIA GRIS",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,4028.65,5438.68,19,Unidad
CO0994,KLAUKOL X  1 KG  ADHESIVO IMPERMEABLE GRIS *,Klaukol,Pisos Y Revestimientos,Adhesivos Pisos Y Revestimientos,Adhesivos Pisos Y Revestimientos,389.53,525.86,70,Unidad
CO9422,KG LASER CHAPA GALVANIZADA Nº 22,Siderurgia,Siderurgia,Chapas,Chapas,2214.19,2989.16,3535,Unidad
SA0351,TIGRE TF TERMOFUSION TUBO PN 20 20MM X 4MT 17010018,Tigre,Plomeria,Distribucion De Agua,Distribucion De Agua,3062.77,4134.74,497,Unidad
CO9406,KG LASER CHAPA LAMINADA EN FRIO Nº 20,Siderurgia,Siderurgia,Chapas,Chapas,2280.30,3078.41,4175,Unidad
CO1194,BOLSON DE ARENA MEDIANA NATURAL CANTERA PLAYA UNION,Bolson,Albañileria,Aridos,Aridos,28276.00,38172.60,22,Unidad
CO1075,TUBO ESTRUCTURAL CUADRADO  L.F.  1.60  40 X 40,Tubo,Siderurgia,Tubo Laminado,Tubo Laminado,16848.94,22746.06,158,Unidad
CO1796,CLAVOS COMUNES PUNTA PARIS DE 2     BOLSA X 1 KG,Clavos,Ferreteria General,Fijaciones,Fijaciones,2164.21,2921.69,31,Unidad
FE1330,TORNILLO AUTOPER.HEX.T2 P.AGUJA P/MAD.12X1.1/2,Tornillo,Ferreteria General,Fijaciones,Fijaciones,67.18,90.69,490,Unidad
CO0456,MALLA STANDARD 2.40X6MT Q131 150X150 5.0MM 29.60K,Malla,Siderurgia,Mallas,Mallas,40418.16,54564.52,205,Unidad
FE1926,TORNILLO MADERA PHILLIPS  5X1     - 3.5X 25,Ips,Ferreteria General,Fijaciones,Fijaciones,12.93,17.46,1258,Unidad
CO4756,BARBIERI TORNILLO CABEZA HEXAGONAL PUNTA MECHA 10X3/4,Barbieri,Ferreteria General,Fijaciones,Fijaciones,33.00,44.55,2198,Unidad
FE3312,TORNILLO DRYWALL 8 X 1  YESO/MAD 4.5 X 25   X UNIDAD,Tornillo,Ferreteria General,Fijaciones,Fijaciones,21.06,28.44,4755,Unidad
CO0367,TELGOPOR EPS LIVIANO 11/M3 PLACA 100X100   2CM,Telgopor,Aislacion,Poliestireno,Poliestireno,1903.94,2570.32,488,Unidad
RV1120,"CAÑUELAS PISO PULIDO LILLE RECT.  60 X 60  C=1,80",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,10525.51,14209.43,181,Unidad
CO0635,DURLOCK - YESO TRADICIONAL CORRAL X 40 KG,Durlock,Albañileria,Morteros De Albañilerña,Morteros De Albañilerña,6913.42,9333.12,679,Unidad
SA2618,SALADILLO GRADO 2 CANO POLIETILENO NEGRO 1.1/4 X 4 KG,Saladillo,Redes Sanitarias,Agua,Agua,818.05,1104.36,9622,Unidad
SA0047,IPS-ACC.POLIP.TAPON MACHO   1/2    200865  (180),Ips,Plomeria,Distribucion De Agua,Distribucion De Agua,109.64,148.02,95,Unidad
FE1927,TORNILLO MADERA PHILLIPS  6X1.1/4 - 4.0X 30,Ips,Ferreteria General,Fijaciones,Fijaciones,18.16,24.52,605,Unidad
CO1797,CLAVOS COMUNES PUNTA PARIS DE 2.1/2 BOLSA X 1 KG,Clavos,Ferreteria General,Fijaciones,Fijaciones,2068.49,2792.46,6,Unidad
SA5968,SIGAS TERMOFUSION CODO 90Ñ DE 20MM   60-090090020,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,1273.86,1719.71,126,Unidad
RV1167,"CAÑUELAS PISO 43X43  C=2,20 NIZA GRIS",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,4089.77,5521.20,50,Unidad
RV1115,"CAÑUELAS PISO ONIX MARMOL RECT. BRILL. 61.5 X 61.5 C=1,90",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,7621.27,10288.71,68,Unidad
RV2108,"CAÑUELAS PISO 50X50  C=2,30 BOLOGNA BEIGE",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,5432.54,7333.94,52,Unidad
FE0070,REMACHE RAPIDO ALUMINIO (C-500U)       4.8X12MM,Remache,Ferreteria General,Fijaciones,Fijaciones,30.91,41.72,2053,Unidad
CO0189,HIERRO NERVADO CONSTRUCCION BARRA 16 MM [18.96KG]  *S*,Hierro,Siderurgia,Hierros,Hierros,20331.53,27447.56,492,Unidad
CO9670,MAPEI  KERABOND PLUS X 25 KGS ADHESIVO PORCELLANATO,Mapei,Pisos Y Revestimientos,Adhesivos Pisos Y Revestimientos,Adhesivos Pisos Y Revestimientos,9432.30,12733.61,312,Unidad
FE3321,TORNILLO DRYWALL 8 X 2   YESO/MAD 4.5 X 50   X UNIDAD,Tornillo,Ferreteria General,Fijaciones,Fijaciones,32.76,44.23,128,Unidad
RV2107,"CAÑUELAS PISO 50X50  C=2,30 BOLOGNA GRIS",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,5336.65,7204.47,322,Unidad
FE0617,TUERCA GALV.HEXAGONAL  3/8   G5 USS,Tuerca,Ferreteria General,Fijaciones,Fijaciones,26.78,36.16,9942,Unidad
MA1006,MACHIMBRE PINO PRIMERA 1/2 X 4 X 10 3.05MT  -   10 TABLAS,Machimbre,Maderas,Para Techos,Para Techos,12273.99,16569.89,380,Unidad
RV2506,LANIK - ML 8201 GRANITICO RECTO CHICO NEGRO/NEGRO PULIDO  40X40 UNIDAD,Lanik,Pisos Y Revestimientos,Exterior-Patios -Veredas,Exterior-Patios -Veredas,2850.27,3847.86,7,Unidad
EL0494,CABLE FLEXIBLE UNIPOLAR IRAM 1X2.50 NEGRO,Cable,Instalaciones Elñctricas,Cables,Cables,377.28,509.33,1429,Unidad
SA0495,TIGRE TF TERMOFUSION UNION SIMPLE 25MM 22325027,Tigre,Plomeria,Distribucion De Agua,Distribucion De Agua,250.42,338.06,23,Unidad
CO9482,PLEGADO LASER CHAPA GALV Nº 22,Plegado,Siderurgia,Plegado,Plegado,539.45,728.26,9998621,Unidad
RV1117,"CAÑUELAS PISO PULIDO NANTES RECT.  60 X 60  C=1,80",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,10189.37,13755.65,142,Unidad
CO1179,BOLSON DE RIPIO MIXTO CANTERA PLAYA UNION,Bolson,Albañileria,Aridos,Aridos,25979.29,35072.04,20,Unidad
CO9361,ISOLANT SELLAJUNTA PARA CHAPA SINUSOIDAL 7MM X 1MT,Isolant,Aislacion,Membranas Aislacion,Membranas Aislacion,773.19,1043.80,628,Unidad
CO9414,KG LASER CHAPA LAMINADA EN CALIENTE 3/16 LISA,Siderurgia,Siderurgia,Chapas,Chapas,2207.91,2980.67,2733,Unidad
CO1022,TUBO ESTRUCTURAL RECTANGULAR  L.F.  1.60  20 X 40,Tubo,Siderurgia,Tubo Laminado,Tubo Laminado,12415.29,16760.64,106,Unidad
CO0425,"PREMOL PREMOLDEADO BLOQUE U LISO DE HORMIGON 19X19X39 (19,5KG)",Premol,Albañileria,Premoldeados,Premoldeados,1400.06,1890.09,540,Unidad
FE2056,BISAGRA MUNICION SOLDAR 100X 37 2A 2.5MM      255   (100),Bisagra,Ferreteria General,Herrajes,Herrajes,1694.79,2287.96,16,Unidad
CO0491,VIGUETA PRETENSADA T-50  SER.2   4.00MT  68.9KG,Vigueta,Albañileria,Premoldeados,Premoldeados,9738.19,13146.56,211,Unidad
FE1968,TORNILLO MADERA PHILLIPS 10X2.1/2 - 5.0X 60,Ips,Ferreteria General,Fijaciones,Fijaciones,59.63,80.50,1458,Unidad
FE1939,TORNILLO MADERA PHILLIPS  6X1.3/8 - 4.0X 35,Ips,Ferreteria General,Fijaciones,Fijaciones,20.56,27.75,325,Unidad
SA2090,TIGRE TF TERMOFUSION TE NORMAL 25X25X25MM 22322524,Tigre,Plomeria,Distribucion De Agua,Distribucion De Agua,477.27,644.31,129,Unidad
CO0453,KLAUKOL FLEX IMPERMEABLE ANCLAJE INTELIGENTE   X 25 KG,Klaukol,Pisos Y Revestimientos,Adhesivos Pisos Y Revestimientos,Adhesivos Pisos Y Revestimientos,18506.37,24983.60,85,Unidad
EL0496,CABLE FLEXIBLE UNIPOLAR IRAM 1X2.50 VERDE/AMARILL,Cable,Instalaciones Elñctricas,Cables,Cables,393.86,531.71,1279,Unidad
RV1125,"CAÑUELAS PISO 43X43 C=2,20  ACCIAROLI",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,4198.63,5668.15,48,Unidad
CO9671,MAPEI BASE COAT MAPETHERM AR2 MORTERO MONOCOMPONENTE X 25KG,Mapei,Construccion En Seco,Masilla,Masilla,9910.77,13379.53,144,Unidad
FE3313,TORNILLO DRYWALL 8 X 1.1/4  YESO/MAD 4.5 X 32   X UNIDAD,Tornillo,Ferreteria General,Fijaciones,Fijaciones,24.61,33.22,519,Unidad
EL0044,CAJA MET.EMBUTIR CHAPA 20 LIVIANA OCTOGONAL CHICA,Caja,Instalaciones Elñctricas,"Cañerias, Cajas, Gabinetes","Cañerias, Cajas, Gabinetes",233.35,315.02,343,Unidad
FE0733,TIRAFONDO GALVANIZADO 1/4  X 2.1/2    X UNIDAD,Tirafondo,Ferreteria General,Fijaciones,Fijaciones,46.99,63.44,393,Unidad
FE1957,TORNILLO MADERA PHILLIPS  8X2.1/2 - 4.5X 70,Ips,Ferreteria General,Fijaciones,Fijaciones,39.78,53.70,2272,Unidad
RV2228,"CAÑUELAS REVE 32X47  C=2,30 CALACATA BRILLANTE",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,5386.05,7271.16,6,Unidad
CO9516,PLEGADO LASER CHAPA LF Nº 20,Plegado,Siderurgia,Plegado,Plegado,661.50,893.02,9995786,Unidad
CO1304,PERFIL ANGULO  1    X1/8    [25.4X3.2]     X 6 MT,Perfil,Siderurgia,Perfiles Siderurgia,Perfiles Siderurgia,10787.01,14562.46,83,Unidad
FE9440,TYROLIT  -- DISCO BASIC ECO 41 CORTE 115X1.6X22.23  . 11516,Tyrolit,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,495.59,669.05,254,Unidad
SA2391,TIGRE TF TERMOFUSION CODO A 90Ñ ROSCA HEMBRA 20MM X 1/2 22321005,Tigre,Plomeria,Distribucion De Agua,Distribucion De Agua,1070.27,1444.86,269,Unidad
CO9415,KG LASER CHAPA LAMINADA EN CALIENTE 3/16 ANTID,Siderurgia,Siderurgia,Chapas,Chapas,2515.93,3396.50,2682,Unidad
CO1131,HORMIGON ELABORADO H30,Hormigon,Albañileria,Hormigon Elaborado,Hormigon Elaborado,71308.94,96267.07,0,Unidad
FE1950,TORNILLO MADERA PHILLIPS  8X1     - 4.5X 25,Ips,Ferreteria General,Fijaciones,Fijaciones,18.00,24.30,1637,Unidad
FE9445,TYROLIT  -- DISCO BASIC ECO 41 CORTE 115X1.0X22.23  . 1151,Tyrolit,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,502.69,678.63,301,Unidad
CO9420,KG LASER CHAPA GALVANIZADA Nº 27,Siderurgia,Siderurgia,Chapas,Chapas,2771.69,3741.78,2977,Unidad
CO0634,YESO CORRAL SUELTO X  1 KG,Yeso,Albañileria,Morteros De Albañilerña,Morteros De Albañilerña,348.89,471.00,112,Unidad
RV1127,"CAÑUELAS PISO PULIDO MONTPELLIER RECT.  60 X 60  C=1,80",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,11409.67,15403.05,30,Unidad
RV1032,CORTINES - PISO  MARMOL CALACATTA  50X50  C=2.25,Cortines,Pisos Y Revestimientos,Ceramicos,Ceramicos,4721.77,6374.39,130,Unidad
SA0494,TIGRE TF TERMOFUSION UNION SIMPLE 20MM 22325000,Tigre,Plomeria,Distribucion De Agua,Distribucion De Agua,150.86,203.66,183,Unidad
SA1084,TIGRE R1 LIN 3.2 CODO 90Ñ HH 40MM 29912343,Tigre,Plomeria,Desagues Y Accesorios Tuberia,Desagues Y Accesorios Tuberia,271.80,366.93,129,Unidad
AG0098,ACINDAR ALAMBRE GALVANIZADO RECOCIDO 40/80 N*12 2.64 X KG,Acindar,Siderurgia,Agropecuarios,Agropecuarios,2320.42,3132.57,303,Unidad
SA1506,SALADILLO GRADO 2 CAÑO POLIETILENO NEGRO 1 X 6 KG,Saladillo,Redes Sanitarias,Agua,Agua,1200.89,1621.20,720,Unidad
CO9803,PCR ** 25 KG ** CEMENTO DE ALBAÑILERIA CALTEX ( BAJA NO VENDER MAS DEL DISPONIBLE),Alba,Albañileria,Morteros De Albañilerña,Morteros De Albañilerña,4336.26,5853.95,5,Unidad
CO1021,TUBO ESTRUCTURAL RECTANGULAR  L.F.  1.60  20 X 30,Tubo,Siderurgia,Tubo Laminado,Tubo Laminado,9927.50,13402.12,34,Unidad
FE0072,REMACHE RAPIDO ALUMINIO (C-500U)       4.8X16MM,Remache,Ferreteria General,Fijaciones,Fijaciones,35.48,47.89,987,Unidad
FE3237,TORNILLO DRYWALL 8 X 3/4 YESO/MAD 4.5 X 19   X UNIDAD,Tornillo,Ferreteria General,Fijaciones,Fijaciones,19.01,25.66,7128,Unidad
FE0066,REMACHE RAPIDO ALUMINIO (C-1000U)      4.0X16MM,Remache,Ferreteria General,Fijaciones,Fijaciones,20.39,27.53,1038,Unidad
FE3152,MEDIA SOMBRA-ANCHO 4.20 AL 80% NEGRA         X ML,Media,Aislacion,Nylon,Nylon,2314.44,3124.49,1265,Unidad
FE0063,REMACHE RAPIDO ALUMINIO (C-1000U)      4.0X10MM,Remache,Ferreteria General,Fijaciones,Fijaciones,16.98,22.93,9,Unidad
CO0249,**BAJA** POLY ESPUMA MEMBRANA 1 CARA  ALUMINIZADA RA5 1 X 20MT X 5MM,Aislacion,Aislacion,Membranas Aislacion,Membranas Aislacion,12445.21,16801.04,206,Unidad
SA1066,TIGRE TT TUBO TOP CLOACAL PVC 110MM X 4MT 11124615,Tigre,Plomeria,Desagues Y Accesorios Tuberia,Desagues Y Accesorios Tuberia,14191.89,19159.05,44,Unidad
CO9201,MAPEI PASTINA KERACOLOR CLASSIC 100  BLANCO  X 1 KG,Mapei,Pisos Y Revestimientos,Pastinas Pisos Y Revestimientos,Pastinas Pisos Y Revestimientos,1165.45,1573.35,129,Unidad
CO9480,PLEGADO LASER CHAPA GALV Nº 27,Plegado,Siderurgia,Plegado,Plegado,642.52,867.41,9996404,Unidad
FE0086,REMACHE RAPIDO ALUMINIO (C-1000U)      4.0X25MM,Remache,Ferreteria General,Fijaciones,Fijaciones,20.12,27.17,536,Unidad
RV2356,"CAÑUELAS PISO 50X50  C=2,30 BOTTICINO GRIS",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,4872.58,6577.98,478,Unidad
FE5384,TYROLIT-19-5662 DISCO PLANO REFORZADO 178X1.6X22.2 (25),Herramientas Electricas,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,2373.06,3203.63,212,Unidad
CO1303,PERFIL ANGULO    7/8X1/8    [22.2X3.2]    X 6 MT,Perfil,Siderurgia,Perfiles Siderurgia,Perfiles Siderurgia,10358.60,13984.11,208,Unidad
CO0486,VIGUETA PRETENSADA T-50  SER.1   3.00MT  51.0KG,Vigueta,Albañileria,Premoldeados,Premoldeados,6617.91,8934.18,151,Unidad
MA1217,CHAPADUR STANDARD 3MM MARRON 1.22 X 2.75MT 110016,Chapadur,Maderas,Tableros Maderas,Tableros Maderas,5896.53,7960.31,938,Unidad
CO1080,TUBO ESTRUCTURAL RECTANGULAR  L.F.  1.60  40 X 60,Tubo,Siderurgia,Tubo Laminado,Tubo Laminado,20905.46,28222.37,15,Unidad
RV1065,CORTINES - PISO PAVIMENTI PALLADIO 50X50  C=2.25,Cortines,Pisos Y Revestimientos,Porcellanatos,Porcellanatos,5137.55,6935.70,290,Unidad
SA5969,SIGAS TERMOFUSION CODO 90Ñ DE 25MM   60-090090025,Sigas,Plomeria,Distribucion De Gas,Distribucion De Gas,1419.21,1915.93,132,Unidad
CO9403,ACINDAR ARMALOGIC  ESTRIBOS   ADN 6MM  15*20,Acindar,Siderurgia,Hierros,Hierros,537.07,725.05,32,Unidad
CO1624,**BAJA** POLY ESPUMA MEMBRANA 1 CARA  ALUMINIZADA RA10 1 X 20MT X10MM,Aislacion,Aislacion,Membranas Aislacion,Membranas Aislacion,18424.12,24872.57,147,Unidad
SA0008,SALADILLO GRADO 2 CAÑO POLIETILENO NEGRO 1.1/4 X 6 KG,Saladillo,Redes Sanitarias,Agua,Agua,2377.86,3210.11,86,Unidad
SA3421,ACQUA SYSTEM TERMOFUSION CODO NORMAL 25MM   08-090090025,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,391.36,528.34,385,Unidad
CO0699,LADRILLO CERAMICO DOBLE MURO     24X18X33  9.00KG,Ladrillo,Albañileria,Ladrillos,Ladrillos,759.50,1025.33,58,Unidad
EL0491,CABLE FLEXIBLE UNIPOLAR IRAM 1X2.50 BLANCO,Cable,Instalaciones Elñctricas,Cables,Cables,399.23,538.96,546,Unidad
CO0651,PERFIL C NEGRO  L.C.  120-50-15-2.0   [ 12 MT ],Perfil,Siderurgia,Perfiles Siderurgia,Perfiles Siderurgia,52694.36,71137.39,48,Unidad
CO0489,VIGUETA PRETENSADA T-50  SER.1   3.60MT  61.2KG,Vigueta,Albañileria,Premoldeados,Premoldeados,8697.34,11741.41,228,Unidad
CO9472,PLEGADO LASER CHAPA LC 1/8 LISA,Plegado,Siderurgia,Plegado,Plegado,848.06,1144.89,9997091,Unidad
RV2227,"CAÑUELAS REVE 32X47  C=2,30 GLACIAR TRAMADO BCO",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,4817.09,6503.07,16,Unidad
RV0396,LANIK - ML 7201 LISO CALCAREO GRIS NO PULIDO  40X40 UNIDAD,Lanik,Pisos Y Revestimientos,Exterior-Patios -Veredas,Exterior-Patios -Veredas,1877.33,2534.39,2,Unidad
SA0131,IPS-ACC.POLIP.CODO A 90 ROSCA HEMBRA   1/2   200765  (50),Ips,Plomeria,Distribucion De Agua,Distribucion De Agua,171.70,231.80,137,Unidad
FE0417,TYROLIT  -- HOJA LIJA ANTIEMPASTANTE 230 X 280  #120 - TL0404,Tyrolit,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,483.44,652.64,234,Unidad
CO9274,MALLA STANDARD 2 X 5MT       QL84  150X150 4MM 13.50KG,Malla,Siderurgia,Mallas,Mallas,17334.75,23401.91,4,Unidad
CO1098,TUBO ESTRUCTURAL CUADRADO  L.F.  1.60  25 X 25,Tubo,Siderurgia,Tubo Laminado,Tubo Laminado,9687.30,13077.86,219,Unidad
SA0011,IPS-ACC.POLIET.ESPIGA C/ROSCA MACHO   1/2   250012   (100),Ips,Plomeria,Riego,Riego,79.96,107.94,176,Unidad
FE1916,TORNILLO MADERA PHILLIPS  4X1     - 3.0X 25,Ips,Ferreteria General,Fijaciones,Fijaciones,11.57,15.62,860,Unidad
SA0523,ZINGUERIA-CAÑO REDONDO CON BORDE 3  DACAVI,Plomeria,Plomeria,Desagues Y Accesorios Tuberia,Desagues Y Accesorios Tuberia,2795.70,3774.20,372,Unidad
CO0647,PERFIL C NEGRO  L.C.  80-50-15-1.6   [ 12 MT ],Perfil,Siderurgia,Perfiles Siderurgia,Perfiles Siderurgia,42530.20,57415.77,66,Unidad
RV0157,"MILANO CERAMICA PULIDA TORANO CALACATA GOLD 72X72  C=2,07    (002011)",Milano,Pisos Y Revestimientos,Ceramicos,Ceramicos,9309.38,12567.67,4,Unidad
CO0019,TUBO ESTRUCTURAL RECTANGULAR  L.F.  1.60  30 X 50,Tubo,Siderurgia,Tubo Laminado,Tubo Laminado,16147.21,21798.74,2,Unidad
CO1403,PERFIL HIERRO REDONDO    1/2   [12.7MM]   X 6 MT,Perfil,Siderurgia,Perfiles Siderurgia,Perfiles Siderurgia,8313.95,11223.83,49,Unidad
SA2089,TIGRE TF TERMOFUSION TE NORMAL 20X20X20MM 22322508,Tigre,Plomeria,Distribucion De Agua,Distribucion De Agua,255.32,344.68,173,Unidad
RV2851,"CAÑUELAS REVE 32X47  C=2,30  IBIZA BLANCO",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,5965.44,8053.35,172,Unidad
CO2490,TORNILLO PUNTA AGUJA [T1] 8 X 13MM X 50UN ZINCADO,Tornillo,Ferreteria General,Fijaciones,Fijaciones,525.03,708.80,284,Unidad
FE0059,REMACHE RAPIDO ALUMINIO (C-1000U)      3.5X14MM,Remache,Ferreteria General,Fijaciones,Fijaciones,15.35,20.72,1378,Unidad
FE2004,TORNIQUETE P/ESTIRAR ALAMBRE MINI  ZINCADO,Torniquete,Siderurgia,Agropecuarios,Agropecuarios,1131.94,1528.12,45,Unidad
CO9202,MAPEI PASTINA KERACOLOR CLASSIC 112 GRIS MEDIO  X 1 KG,Mapei,Pisos Y Revestimientos,Pastinas Pisos Y Revestimientos,Pastinas Pisos Y Revestimientos,1119.40,1511.19,181,Unidad
SA3656,TIGRE R1 LIN 3.2 CODO 87Ñ30 MH 40MM 29912041,Tigre,Plomeria,Desagues Y Accesorios Tuberia,Desagues Y Accesorios Tuberia,273.27,368.91,171,Unidad
FE0073,REMACHE RAPIDO ALUMINIO (C-500U)       4.8X20MM,Remache,Ferreteria General,Fijaciones,Fijaciones,51.13,69.03,1489,Unidad
SA1078,TIGRE R1 LIN 3.2 CURVA 45Ñ MH 40MM 29913048,Tigre,Plomeria,Desagues Y Accesorios Tuberia,Desagues Y Accesorios Tuberia,357.61,482.77,162,Unidad
CO1305,PERFIL ANGULO  1.1/4X1/8    [31.8X3.2]    X 6 MT,Perfil,Siderurgia,Perfiles Siderurgia,Perfiles Siderurgia,13489.35,18210.62,8,Unidad
RV0159,"MILANO CERAMICA PULIDA TORANO CALACATA GOLD 58X120  C=2,09    (001982)",Milano,Pisos Y Revestimientos,Ceramicos,Ceramicos,11649.91,15727.38,2,Unidad
FE0735,TIRAFONDO GALVANIZADO 1/4  X 3        X UNIDAD,Tirafondo,Ferreteria General,Fijaciones,Fijaciones,56.55,76.34,184,Unidad
CO2317,CHAPA SINUS.GALVANIZADA TERNIUM  N*25 1086 X 3.00,Ternium,Siderurgia,Chapas,Chapas,21563.37,29110.55,99,Unidad
SA2392,TIGRE TF TERMOFUSION CODO A 90Ñ ROSCA HEMBRA 25MM X 1/2 22321021,Tigre,Plomeria,Distribucion De Agua,Distribucion De Agua,1760.02,2376.02,187,Unidad
FE1949,TORNILLO MADERA PHILLIPS  8X  3/4 - 4.5X 20,Ips,Ferreteria General,Fijaciones,Fijaciones,17.52,23.65,338,Unidad
CO2323,CHAPA SINUS.GALVANIZADA TERNIUM  N*25 1086 X 5.00,Ternium,Siderurgia,Chapas,Chapas,35839.57,48383.42,9,Unidad
CO2322,CHAPA SINUS.GALVANIZADA TERNIUM  N*25 1086 X 4.50,Ternium,Siderurgia,Chapas,Chapas,32149.80,43402.23,12,Unidad
CO9410,KG LASER CHAPA LAMINADA EN FRIO Nº 12 LISA,Siderurgia,Siderurgia,Chapas,Chapas,1961.86,2648.51,2413,Unidad
FE1973,TORNILLO MADERA PHILLIPS 10X3.1/2 - 5.0X 90    *,Ips,Ferreteria General,Fijaciones,Fijaciones,140.33,189.45,2795,Unidad
FE0285,GUANTE DE  ALGODON MOTEADO PVC 1 CARA,Guante,Ferreteria General,Seguridad Industrial,Seguridad Industrial,952.15,1285.40,171,Unidad
FE1925,TORNILLO MADERA PHILLIPS  5X  3/4 - 3.5X 20,Ips,Ferreteria General,Fijaciones,Fijaciones,11.50,15.53,1099,Unidad
FE0748,BULON HIERRO C/REDONDA 6.5 X  63MM     X UNIDAD,Bulon,Ferreteria General,Fijaciones,Fijaciones,67.67,91.35,413,Unidad
CO0204,CLAVOS P/CHAPA CABEZA PLOMO  76MM LIV TIBU X 100U (20),Clavos,Ferreteria General,Fijaciones,Fijaciones,4719.47,6371.29,12,Unidad
CO2326,CHAPA SINUS.GALVANIZADA TERNIUM  N*25 1086 X 6.00,Ternium,Siderurgia,Chapas,Chapas,42257.28,57047.33,10,Unidad
FE0208,PRIVE-200-ZA-B CERRADURA SEGURIDAD EN BOLSA140X63    (40),Ferreteria General,Ferreteria General,Herrajes,Herrajes,9738.05,13146.37,74,Unidad
CO2320,CHAPA SINUS.GALVANIZADA TERNIUM  N*25 1086 X 4.00,Ternium,Siderurgia,Chapas,Chapas,28974.24,39115.22,63,Unidad
CO1060,TUBO ESTRUCTURAL CUADRADO  L.F.  1.25  15 X 15,Tubo,Siderurgia,Tubo Laminado,Tubo Laminado,4883.99,6593.38,4,Unidad
SA2616,SALADILLO GRADO 2 CAÑO POLIETILENO NEGRO 3/4 X 4 KG,Saladillo,Redes Sanitarias,Agua,Agua,547.75,739.46,416,Unidad
SA1086,TIGRE R1 LIN 3.2 CODO 87Ñ30 MH 63MM 20215330,Tigre,Plomeria,Desagues Y Accesorios Tuberia,Desagues Y Accesorios Tuberia,651.12,879.01,129,Unidad
CO2393,BARBIERI PERFIL CIELORRASO TRAVESAÑO TX TP 15/16 24MM 0.61MT,Barbieri,Construccion En Seco,Steel Frame,Steel Frame,566.75,765.11,191,Unidad
CO1900,TELGOPOR EPS PESADO 20K/M3 PLACA 100X100   2CM,Telgopor,Aislacion,Poliestireno,Poliestireno,3579.36,4832.14,318,Unidad
CO1083,TUBO ESTRUCTURAL REDONDO  L.F.  1.60 DE 1.1/4,Tubo,Siderurgia,Tubo Laminado,Tubo Laminado,10305.23,13912.06,223,Unidad
CO1062,TUBO ESTRUCTURAL CUADRADO  L.F.  1.25  25 X 25,Tubo,Siderurgia,Tubo Laminado,Tubo Laminado,7564.94,10212.67,189,Unidad
SA2321,TIGRE TF TERMOFUSION BUJE REDUCCION 25X20MM 22326520,Tigre,Plomeria,Distribucion De Agua,Distribucion De Agua,335.30,452.65,45,Unidad
FE2087,BISAGRA MUNICION SOLDAR  78X 37 2A 2.5MM      2245   (40),Bisagra,Ferreteria General,Herrajes,Herrajes,1632.88,2204.39,33,Unidad
FE3196,TORNILLO AUTOPER.HEX.T1 P.MECHA .12X1,Tornillo,Ferreteria General,Fijaciones,Fijaciones,67.40,90.99,3816,Unidad
RV1166,"CAÑUELAS PISO 43X43  C=2,20 NIZA BEIGE",Cañuelas,Pisos Y Revestimientos,Ceramicos,Ceramicos,4509.77,6088.19,81,Unidad
FE1943,TORNILLO MADERA PHILLIPS  5X1.1/2 - 3.5X 40,Ips,Ferreteria General,Fijaciones,Fijaciones,17.12,23.11,569,Unidad
AG0097,ACINDAR ALAMBRE GALVANIZADO RECOCIDO 40/80 N*11 2.94 X KG,Acindar,Siderurgia,Agropecuarios,Agropecuarios,2852.52,3850.90,282,Unidad
FE2791,REMACHE ALUM CARROCERO C/RED (C-500U) 4.8X10MM,Remache,Ferreteria General,Fijaciones,Fijaciones,38.13,51.48,206,Unidad
CO0155,TUBO ESTRUCTURAL CUADRADO  L.C.  2.00  40 X 40,Tubo,Siderurgia,Tubo Laminado,Tubo Laminado,18423.54,24871.78,242,Unidad
